lat,lon,HFO_s,DRO_s,ECO_S_s
-18.864,46.258,2.9,1.3,5.0
35.682,94.472,2.3,1.1,5.0
72.5,-89.623,0,1.8,5.0
44.773,116.696,0,1.7,5.0
9.773,-5.064,3.3,1.3,1.5
-15.682,-69.738,0,0,0
-1.136,132.333,1.0,1.4,5.0
27.045,99.038,3.2,1.3,3.3
13.864,16.364,2.8,3.6,4.4
57.045,66.667,1.6,2.0,3.5
20.227,54.194,1.6,4.6,0.3
68.409,129.452,1.0,2.9,5.0
37.5,-75.835,3.4,0.6,2.6
59.773,-96.992,0,1.9,0.1
0.227,-64.237,1.0,1.0,1.0
37.955,40.256,3.2,1.7,5.0
38.864,140.971,2.6,0.5,5.0
50.227,-92.835,1.0,1.9,5.0
32.5,78.834,2.9,1.3,2.9
20.227,84.677,3.8,0.8,4.6
45.227,2.254,2.0,1.6,5.0
-6.591,-65.787,0,0.7,0.6
-30.682,-68.094,1.0,2.1,1.9
-15.682,32.042,2.8,1.9,1.3
5.227,-53.772,0,1.1,2.1
42.045,126.214,3.4,1.5,5.0
-31.591,22.899,2.5,1.9,3.0
-9.318,-72.414,2.8,0.8,1.0
-74.318,18.505,0,0,0
29.773,0.784,2.0,3.4,5.0
-79.773,88.085,0,0,0
25.227,64.68,0,0,0
50.682,-78.37,1.0,1.4,2.2
53.409,120.634,2.3,2.0,4.1
-83.864,19.059,0,0,0
33.864,106.798,3.6,2.9,5.0
-3.864,21.818,1.0,0.9,5.0
-9.773,-37.289,3.3,1.2,4.9
-24.773,125.5,0,2.0,0
-17.955,31.709,3.0,2.0,3.8
-22.955,123.858,1.0,4.8,4.4
10.682,-74.308,3.0,1.3,0.3
-3.864,134.545,0,0.9,5.0
3.864,-74.091,2.6,1.2,3.1
50.227,40.394,2.3,1.6,5.0
50.227,126.85,2.8,2.7,4.0
-20.227,121.935,2.3,3.8,5.0
14.773,37.314,3.2,3.4,5.0
24.318,4.73,1.0,5.0,5.0
42.955,107.504,1.6,1.8,2.2
-3.864,19.545,2.0,1.0,5.0
-14.318,-64.837,3.0,0.8,5.0
64.318,-98.372,0,2.5,2.3
-21.591,130.244,0,4.3,5.0
-11.136,20.823,1.6,1.0,5.0
-9.318,-41.609,3.1,1.3,4.9
-18.864,19.414,2.6,3.5,5.0
7.5,-9.377,2.3,0.7,3.0
-21.136,47.676,2.6,0.6,5.0
-16.591,-71.053,2.5,5.0,4.6
43.864,0.0,2.3,1.4,4.9
-38.409,-63.087,2.0,1.2,5.0
26.591,-107.391,2.9,1.4,4.4
36.591,117.268,2.9,2.7,5.0
67.955,27.785,1.0,2.6,2.5
-15.682,49.476,2.3,0.8,5.0
7.045,25.845,0,1.0,1.1
27.5,-9.205,1.6,2.5,5.0
-34.318,-68.977,2.0,2.3,3.0
27.955,99.886,2.8,1.4,2.2
-30.682,122.991,0,1.7,5.0
-13.864,-64.519,3.0,0.8,5.0
22.955,101.696,2.5,1.0,5.0
64.773,-92.663,0,1.7,5.0
20.682,10.674,1.6,5.0,0
38.409,139.486,2.5,0.3,4.4
-14.318,-69.987,3.1,2.2,5.0
42.955,114.94,0,2.6,5.0
24.773,74.5,2.9,2.6,4.5
55.682,68.859,1.6,1.7,2.7
7.955,38.015,3.5,1.0,3.0
-54.773,-64.454,0,1.4,0.5
35.682,1.118,3.2,2.4,5.0
10.682,49.385,1.0,1.4,5.0
18.409,-6.454,1.6,5.0,5.0
29.318,18.208,0,2.3,5.0
-66.591,102.286,0,0,0
49.318,34.468,2.6,1.5,5.0
50.227,51.024,2.3,2.6,5.0
49.318,28.201,2.3,1.6,5.0
63.409,-147.549,3.0,2.2,3.9
35.682,-116.832,2.0,3.0,0.9
-81.136,-94.426,0,0,0
26.136,95.056,3.1,0.7,5.0
-4.318,-45.284,2.5,1.3,3.2
42.045,94.431,2.0,1.4,5.0
-73.409,100.705,0,0,0
7.955,14.198,2.9,1.7,2.7
-50.227,-70.157,0,2.4,0.5
12.955,12.807,2.9,3.7,3.2
44.773,129.485,3.1,2.9,5.0
67.5,-91.184,0,2.0,5.0
-83.409,160.22,0,0,0
32.5,82.063,0,1.2,5.0
-27.045,-54.229,3.4,1.0,4.3
-10.227,-51.396,2.6,0.8,3.2
-0.682,13.392,1.0,1.1,5.0
59.318,118.667,2.6,2.6,2.4
39.773,-122.754,3.1,1.4,3.9
12.5,40.181,3.4,2.9,5.0
23.409,103.846,4.0,1.2,5.0
-27.045,135.191,1.6,2.9,5.0
26.136,98.596,2.6,1.3,1.8
64.773,-75.621,0,0.1,5.0
27.045,42.518,0,1.7,5.0
-3.409,-61.364,0,0.8,1.2
58.864,-125.561,0,1.7,4.9
61.136,130.183,2.8,2.6,3.2
31.136,48.513,3.9,2.6,5.0
-31.591,-69.763,2.0,2.6,3.0
-23.864,116.033,2.9,2.5,5.0
-2.5,-74.224,2.3,0.5,1.4
-34.318,-60.183,3.5,1.2,3.9
-17.5,-53.025,1.6,0.9,4.7
25.227,-7.521,1.0,5.0,5.0
38.864,115.922,2.3,3.1,5.0
23.409,25.714,0,5.0,5.0
-33.864,145.038,3.0,1.5,5.0
-74.773,100.385,0,0,0
9.773,24.859,2.0,1.8,2.2
36.591,-85.055,4.3,1.1,5.0
7.955,11.45,2.5,1.3,1.6
40.227,45.743,2.3,2.7,4.6
-81.591,12.414,0,0,0
-16.591,-72.474,1.6,5.0,5.0
47.5,85.299,2.3,2.6,4.1
-12.5,-45.755,2.9,1.4,5.0
44.773,116.057,0,1.7,5.0
73.409,-100.705,0,1.6,5.0
56.136,-118.1,1.0,2.4,4.3
-68.409,135.616,0,0,0
74.773,-110.769,0,1.9,5.0
40.227,93.267,2.0,1.4,5.0
20.227,94.355,3.6,0.8,3.6
-14.773,21.356,2.8,1.8,1.3
-28.409,31.461,3.1,1.3,3.2
-31.591,135.266,1.6,2.7,2.3
-72.045,-62.449,0,0,0
-70.227,57.761,0,0,0
65.227,-100.843,0,1.8,1.9
-83.409,-65.275,0,0,0
48.864,-95.172,2.3,2.6,2.0
22.5,-3.683,1.0,5.0,5.0
20.227,-98.71,3.8,1.9,2.8
60.227,-101.421,0,1.7,5.0
-72.955,0.773,0,0,0
30.227,-105.898,2.0,3.6,5.0
68.864,-110.769,0,2.0,5.0
15.227,101.882,3.6,0.9,3.1
63.864,58.281,0,1.5,1.6
45.682,-105.921,1.0,2.3,5.0
0.227,-67.415,0,0.3,0.2
38.864,83.301,2.0,1.3,5.0
18.864,103.302,3.6,0.9,3.5
-4.773,140.86,2.6,1.4,4.8
14.773,-86.597,3.5,1.2,0.5
31.136,116.377,3.8,1.7,5.0
48.409,33.814,2.3,1.6,4.1
47.5,113.507,1.6,1.6,2.6
53.409,72.685,0,1.7,5.0
33.409,108.218,4.0,2.4,5.0
-16.591,141.632,3.0,1.9,1.9
63.409,-160.732,1.6,2.2,5.0
-31.136,142.356,2.0,2.6,2.6
-13.864,36.468,2.8,1.3,1.0
25.682,100.951,3.3,1.4,2.8
61.136,79.426,2.0,2.5,1.6
46.591,94.128,0,2.5,2.6
23.409,3.462,1.6,5.0,0.3
-86.136,-10.189,0,0,0
58.864,86.927,2.5,2.6,5.0
-6.591,34.264,2.9,2.0,0.1
48.864,20.69,3.5,2.2,3.4
69.318,119.571,0,2.2,2.3
-31.591,142.189,2.6,2.4,5.0
64.318,-47.093,,,
52.045,1.475,0,0,0
-16.591,20.842,3.1,2.3,0
-8.409,26.369,0,1.5,3.0
59.773,108.722,1.6,3.2,5.0
-12.5,-41.574,2.6,1.2,3.8
-87.955,-25.714,0,0,0
1.591,41.538,3.7,2.5,2.0
-1.136,15.208,1.6,0.9,2.1
68.409,-38.219,,,
-7.5,20.813,0,1.1,5.0
51.136,66.506,0,1.8,5.0
-40.227,-67.129,0,2.2,5.0
-24.773,31.5,3.5,1.5,2.1
-26.136,21.236,0,3.6,0.7
17.955,19.311,1.6,5.0,5.0
-71.591,157.052,0,0,0
-21.136,147.405,3.2,2.0,5.0
54.773,75.459,0,1.4,3.4
9.318,48.046,2.0,1.5,5.0
18.864,77.417,3.6,1.8,4.7
63.409,147.549,1.6,1.9,2.5
72.955,-98.112,0,2.1,5.0
37.5,80.986,2.6,1.9,5.0
70.682,153.893,0,3.8,3.6
-32.045,-61.607,3.3,1.3,5.0
47.955,-104.746,2.0,2.7,2.8
62.045,-73.548,0,2.8,5.0
14.318,10.065,3.8,5.0,5.0
20.682,32.507,2.5,5.0,3.5
25.227,-1.003,1.6,5.0,5.0
7.955,41.221,2.3,1.8,1.2
-24.773,28.0,2.3,1.9,3.6
5.227,-58.329,2.5,1.4,5.0
58.864,81.659,2.0,2.5,2.7
16.136,-97.323,3.1,0.4,3.3
29.318,69.191,3.7,2.8,5.0
62.5,73.77,2.0,2.2,3.9
-68.409,113.425,0,0,0
-32.5,-55.157,3.5,1.1,5.0
67.5,66.316,0,3.3,2.5
2.5,32.459,3.8,1.3,3.1
43.409,51.875,0,1.4,2.8
8.864,0.0,3.3,1.4,3.0
-7.045,-66.099,0,0.7,0.6
37.955,59.233,2.5,1.9,4.7
43.409,65.0,2.0,2.3,5.0
18.409,35.618,2.8,5.0,5.0
45.682,111.119,0,1.8,5.0
-18.409,-52.829,2.6,0.9,5.0
-73.409,67.401,0,0,0
-31.136,124.86,0,2.5,3.8
-4.773,-78.053,3.4,2.9,2.1
55.227,74.867,2.0,1.7,4.0
42.955,69.088,2.0,2.4,3.6
-72.045,118.286,0,0,0
-9.773,21.637,1.6,1.0,5.0
58.864,139.61,1.0,1.8,2.9
52.5,77.143,0,1.1,5.0
69.318,-138.857,0,0.6,0
20.227,94.839,3.6,0.8,3.6
10.227,125.608,1.0,0,5.0
-23.409,14.835,0,5.0,2.5
48.409,-56.357,1.0,1.2,5.0
52.045,-72.295,1.0,1.3,5.0
-25.682,16.364,1.6,2.8,0.8
-26.591,137.348,2.0,2.5,2.1
-15.682,18.848,2.9,1.9,2.1
13.864,4.675,3.7,2.7,1.7
44.773,-75.133,2.9,1.5,4.4
-9.318,-76.552,3.4,2.9,2.1
50.682,82.664,1.6,2.2,4.1
68.409,-106.027,0,0,0
7.955,22.443,1.6,1.0,3.6
22.955,11.573,1.6,3.0,0
-20.227,138.387,2.5,3.8,5.0
58.864,-161.561,0,0.2,5.0
28.409,-2.063,1.6,5.0,5.0
61.591,90.239,2.0,1.9,2.3
-37.955,140.895,1.6,0.9,2.8
30.227,29.168,1.6,4.2,5.0
57.045,83.333,2.0,2.1,2.1
33.409,-83.202,3.7,1.3,5.0
52.5,30.186,2.6,2.0,4.7
13.864,104.26,4.1,0.9,1.9
-3.864,-68.182,2.0,0.6,1.4
29.773,41.016,0,2.7,2.1
-2.045,-46.986,2.6,1.3,5.0
64.318,29.302,0,3.9,4.8
25.682,19.888,0,1.5,5.0
77.045,-66.742,,,
-82.045,-117.818,0,0,0
-15.682,126.754,0,1.8,1.8
42.955,-106.885,1.6,2.2,4.0
36.591,87.316,2.3,1.9,5.0
2.5,-53.342,2.3,1.0,2.2
-75.227,35.644,0,0,0
30.227,58.599,3.2,2.1,5.0
-54.773,-69.17,0,1.4,0.5
21.591,101.951,3.4,0.8,3.5
62.955,-152.078,1.6,2.1,3.9
28.409,-98.51,3.9,1.5,5.0
9.773,-63.069,2.3,1.3,0.6
47.955,70.847,0,4.4,5.0
42.5,84.0,2.8,1.3,5.0
-3.409,-71.818,2.5,0.7,1.8
-67.955,142.55,0,0,0
36.136,-5.897,0,0,0
47.5,-67.836,2.3,1.6,3.4
-7.955,-59.084,0,0.6,0.6
13.864,-6.078,2.6,4.1,1.5
32.5,53.004,3.1,2.3,5.0
-15.227,35.059,3.6,1.3,3.2
67.5,-143.289,0,1.3,1.2
-21.136,137.676,1.0,4.4,5.0
7.5,-61.525,2.6,1.2,2.0
4.318,115.828,2.3,0.9,2.5
-8.409,-36.0,3.0,1.6,5.0
-32.045,20.357,1.6,2.3,5.0
33.409,3.263,2.3,2.1,5.0
49.773,132.188,2.9,1.5,2.9
66.591,126.286,2.3,2.6,3.2
23.864,45.62,2.0,2.4,4.7
-37.5,146.804,2.5,0.8,1.9
56.591,39.954,2.6,2.2,3.8
27.955,24.907,0,5.0,5.0
-6.136,36.274,3.0,1.1,2.0
-0.227,-78.31,3.1,1.4,2.7
20.227,56.613,1.0,5.0,0
-29.318,-65.029,2.9,1.3,5.0
-71.136,104.063,0,0,0
48.864,115.172,1.6,1.6,2.6
4.318,33.906,2.6,2.6,5.0
6.136,-60.456,2.6,1.2,2.0
-12.045,34.794,0,0,0
44.318,91.901,1.6,2.2,5.0
-76.136,83.368,0,0,0
59.318,41.333,2.0,2.3,4.2
67.5,156.316,0,4.4,3.4
-4.773,-70.771,1.6,0.8,0
46.591,-76.954,1.0,1.9,3.3
-77.5,-23.023,0,0,0
-11.136,25.913,2.0,1.2,3.5
19.773,80.241,3.4,1.1,4.9
56.136,100.995,2.0,3.9,1.3
65.227,123.614,2.0,2.1,5.0
-43.864,-71.748,0,1.1,2.7
-27.5,-50.625,3.0,0.9,5.0
26.591,78.449,3.7,1.9,4.3
-17.5,37.332,2.9,1.2,5.0
19.773,24.819,1.6,4.8,5.0
70.682,85.191,0,2.5,2.3
-78.864,-20.0,0,0,0
32.955,54.054,3.1,2.3,5.0
10.682,9.692,3.7,3.0,2.3
-22.5,25.784,2.0,3.7,2.1
13.864,26.182,2.6,4.5,5.0
-17.5,130.066,2.5,2.3,2.0
46.136,123.055,3.2,1.7,5.0
56.136,-105.068,0,2.2,5.0
65.227,163.735,0,2.4,5.0
37.5,29.475,2.0,1.3,5.0
7.955,16.947,3.2,1.2,5.0
-86.136,-50.943,0,0,0
-21.591,24.878,2.0,3.7,2.1
24.773,29.5,0,4.6,5.0
12.955,77.076,4.1,1.1,2.6
14.773,9.622,3.5,5.0,5.0
30.682,-106.1,2.8,2.6,5.0
57.045,-68.333,0,1.4,5.0
-2.045,-58.789,1.0,1.1,0.7
-77.045,-18.202,0,0,0
59.773,64.511,2.0,3.1,2.4
60.227,125.178,2.5,1.8,3.4
34.773,52.454,3.0,2.1,4.8
23.864,-99.669,3.8,1.9,2.8
22.5,43.465,2.8,2.1,5.0
4.318,-56.207,1.6,1.4,0.6
19.773,-10.361,2.0,5.0,5.0
-82.955,-154.021,0,0,0
4.318,10.695,1.6,0.9,4.3
3.409,42.273,3.7,2.4,1.9
49.773,75.938,0,2.2,5.0
55.227,-113.097,1.6,2.0,0.7
-14.318,14.746,1.0,2.1,5.0
66.136,-107.103,0,1.5,5.0
46.591,28.073,3.9,1.7,3.5
23.864,17.851,1.0,4.9,5.0
67.045,89.126,1.0,1.6,2.1
55.227,-72.478,0,1.2,5.0
66.136,-39.813,,,
51.136,-88.916,1.0,1.4,3.4
10.227,-9.449,2.0,0.8,0.9
51.591,50.751,2.0,1.9,3.6
20.227,48.871,0,4.5,0
-83.409,-61.319,0,0,0
49.318,-119.42,2.3,3.0,2.2
62.955,134.127,2.5,5.0,3.7
24.318,-14.689,0,5.0,5.0
2.5,21.11,1.6,0.9,3.1
28.864,43.252,2.0,2.2,5.0
47.5,139.03,2.0,0.9,5.0
-11.136,-41.183,2.8,1.0,5.0
58.864,-126.439,0,1.7,4.9
63.864,14.957,2.0,2.2,1.8
14.318,77.477,3.9,1.9,5.0
23.409,76.648,2.6,1.8,5.0
52.955,100.167,2.6,2.5,5.0
21.136,98.757,0,0.9,4.4
10.682,-83.538,0,0,0
23.409,43.022,2.8,2.2,2.6
-69.773,39.416,0,0,0
34.318,-79.969,3.5,1.2,5.0
47.955,97.966,1.6,1.8,1.8
-27.045,30.297,3.3,1.7,3.9
1.591,17.024,1.6,1.0,0.3
51.136,12.289,2.8,2.1,4.8
1.591,-61.967,1.0,1.0,0.1
68.864,85.594,0,3.3,3.0
-39.773,177.049,0,0,0
-21.591,21.463,1.0,5.0,0.3
-1.591,20.656,1.6,0.7,1.2
-75.227,119.406,0,0,0
-25.227,150.418,3.3,0.9,4.5
40.682,108.239,3.1,1.8,5.0
37.955,108.115,2.3,1.9,5.0
76.591,-88.043,0,3.4,5.0
55.227,62.124,2.5,1.8,3.4
24.773,2.0,2.3,3.7,1.3
10.682,48.0,0,1.3,5.0
62.955,-103.213,0,1.8,4.1
40.682,108.837,2.6,1.4,5.0
-73.409,99.119,0,0,0
22.5,53.288,1.0,5.0,0
50.227,143.858,0,0,0
57.045,98.333,2.3,3.1,5.0
-37.955,-67.859,2.0,2.5,5.0
37.045,103.223,3.0,2.2,5.0
51.136,121.446,1.6,3.0,5.0
-85.682,144.0,0,0,0
27.955,18.745,0,4.0,5.0
-16.136,168.189,0,0,0
71.591,-32.271,,,
-80.682,-87.188,0,0,0
60.227,42.944,1.6,2.2,5.0
-29.318,136.301,1.6,3.9,3.1
71.136,133.594,0,2.9,5.0
40.227,102.772,2.3,1.2,5.0
68.864,138.462,1.0,2.5,2.8
-83.864,141.882,0,0,0
-6.591,-37.919,2.9,1.8,5.0
9.318,-64.138,2.3,1.3,1.8
26.136,3.539,2.3,5.0,5.0
11.136,108.278,3.2,0.5,5.0
-75.682,-91.837,0,0,0
20.682,77.628,3.9,1.4,5.0
38.864,69.903,3.7,2.2,3.3
-33.409,-69.063,2.0,2.3,3.0
-69.318,99.0,0,0,0
42.955,96.971,1.0,1.9,2.8
59.773,125.865,2.6,2.8,1.5
28.864,59.827,3.2,2.1,5.0
-8.409,146.522,1.6,0.9,5.0
52.955,93.389,2.0,1.7,2.9
50.682,-103.419,1.0,1.6,5.0
-24.318,-61.494,3.0,1.0,3.0
19.318,16.582,1.6,5.0,5.0
2.045,-67.415,2.0,0.5,0
68.409,28.356,1.0,2.5,2.3
-21.591,-65.854,2.6,4.7,5.0
-74.773,95.192,0,0,0
45.682,-63.032,1.6,1.2,4.2
-68.864,93.147,0,0,0
-5.227,25.975,1.0,1.1,2.2
21.136,56.432,2.0,3.8,2.2
7.955,123.206,3.5,0.9,5.0
-26.136,114.775,2.3,3.2,5.0
64.318,63.837,0,2.2,1.2
2.5,43.808,3.9,1.6,1.7
35.227,-101.667,3.1,2.4,5.0
65.682,-116.147,0,1.9,5.0
14.318,18.96,2.5,4.6,0.3
46.136,40.582,2.5,1.4,5.0
68.409,96.164,1.0,1.6,2.1
10.227,50.474,1.0,1.4,5.0
23.864,53.058,1.0,3.9,2.9
-72.5,115.23,0,0,0
24.318,116.266,4.5,1.2,5.0
67.045,138.058,1.0,2.6,1.3
52.045,-78.197,1.0,5.0,5.0
12.045,-13.918,1.6,1.4,1.5
29.318,-104.046,2.6,3.3,3.7
37.045,29.858,1.0,0.4,3.7
-73.409,-99.119,0,0,0
3.409,40.455,3.7,2.5,2.0
-80.227,36.0,0,0,0
29.318,-2.081,3.1,3.9,4.9
30.227,-3.942,1.6,5.0,5.0
-18.864,-58.242,2.3,0.9,2.6
-87.5,128.571,0,0,0
33.864,104.613,3.2,1.9,5.0
-12.045,36.649,2.0,1.3,1.5
34.318,82.718,0,1.6,5.0
67.955,120.805,1.0,1.6,0.3
47.5,41.642,2.6,2.0,5.0
73.409,-83.26,0,3.6,0.8
11.591,12.741,3.1,4.0,2.9
65.682,99.633,1.0,1.5,5.0
-9.318,149.195,0,0,0
-77.5,129.767,0,0,0
-31.591,152.308,3.4,1.0,1.6
-4.773,-40.278,2.6,1.9,5.0
-37.045,149.289,2.0,1.2,1.1
25.227,12.535,0,5.0,5.0
31.591,10.118,1.0,2.1,3.9
0.227,115.536,2.8,1.3,4.0
49.318,74.159,0,2.2,4.3
47.045,-91.497,0,0,0
18.409,-0.717,2.0,3.6,5.0
-76.136,3.789,0,0,0
40.227,48.713,3.3,1.4,4.6
40.227,114.059,2.3,3.6,5.0
69.773,128.759,1.0,2.0,3.0
-20.682,23.288,1.0,4.3,1.3
21.591,58.049,2.0,3.4,5.0
47.045,-74.861,1.6,1.4,5.0
53.864,120.0,2.0,1.8,5.0
-28.864,30.82,3.6,2.0,3.2
77.5,14.651,0,0,0
54.773,-90.393,1.0,1.5,5.0
32.045,-84.107,3.8,1.1,5.0
40.682,-84.319,4.0,1.3,5.0
53.409,62.03,2.5,1.5,3.4
-68.864,46.573,0,0,0
24.318,108.797,4.5,1.3,5.0
-18.864,22.77,3.2,3.2,0
-80.682,112.5,0,0,0
-77.5,140.233,0,0,0
-14.318,30.195,2.5,1.8,1.7
51.591,-85.071,0,1.9,2.2
4.773,-7.965,1.0,0.2,5.0
-86.136,-105.283,0,0,0
2.955,-66.818,2.5,0.7,1.6
53.864,-8.462,2.3,1.0,5.0
-36.591,-70.926,1.0,2.3,4.8
-24.773,136.5,2.0,2.5,2.1
41.136,-105.829,1.6,2.1,3.9
49.318,49.091,2.3,2.6,5.0
47.045,3.66,2.8,1.7,5.0
-73.864,144.0,0,0,0
72.5,113.724,0,2.9,5.0
32.5,69.686,3.6,3.0,5.0
30.227,-104.847,2.8,3.1,3.6
76.591,-91.957,0,1.9,5.0
-35.682,-68.758,1.0,3.0,4.4
37.045,62.844,3.5,2.6,3.2
28.409,-99.026,3.9,1.5,5.0
-74.318,105.981,0,0,0
62.045,-152.903,3.0,2.2,3.9
49.318,-53.965,0,0.1,5.0
55.682,-64.832,0,1.2,1.1
57.5,119.155,2.6,2.6,2.4
-30.227,148.467,3.8,1.1,4.3
-82.955,154.021,0,0,0
27.045,115.332,4.6,1.3,4.2
-69.318,56.571,0,0,0
22.955,-3.694,1.0,5.0,5.0
8.864,8.265,2.8,1.2,2.9
51.136,-107.711,0,1.9,3.5
16.591,96.158,3.6,0.8,3.6
-3.409,115.909,2.0,1.7,5.0
50.682,-116.302,1.6,3.7,2.7
27.955,112.211,4.9,1.3,5.0
2.5,-58.789,2.3,1.4,2.0
36.591,3.673,2.9,1.5,5.0
-14.318,-46.112,2.6,1.2,4.3
-10.682,20.769,1.6,1.0,5.0
1.591,116.444,2.8,1.3,4.0
51.136,125.06,3.0,2.9,5.0
-8.864,31.224,2.8,1.3,2.0
47.045,62.218,1.6,2.5,5.0
1.136,-77.402,3.1,1.2,5.0
23.409,82.582,4.1,1.2,2.9
28.409,16.504,0,3.1,5.0
-27.045,120.424,1.6,2.0,5.0
-17.045,-60.792,3.6,0.6,2.9
51.591,11.318,2.8,2.1,4.8
17.955,100.848,3.8,1.0,1.1
47.955,-89.153,0,0,0
0.227,99.647,2.3,0.7,4.7
-70.682,-63.206,0,0,0
-71.591,60.956,0,0,0
54.773,63.668,2.0,1.6,3.8
16.136,101.102,3.9,1.1,3.2
-22.045,-41.878,3.6,0.1,4.0
22.5,32.169,2.6,5.0,2.9
-23.864,-64.463,2.3,2.5,4.7
-12.5,-60.619,0,0.7,1.8
-20.682,-61.617,3.2,0.5,2.3
62.5,89.508,2.3,1.8,2.4
32.955,-101.081,2.3,2.6,5.0
-19.318,144.433,3.2,2.1,5.0
67.045,20.388,1.0,2.6,3.3
27.5,93.068,4.6,1.2,4.1
70.227,-37.612,,,
39.773,103.279,1.6,0.8,5.0
55.227,-121.062,0,2.5,4.2
-17.045,23.272,3.0,2.8,0.9
61.591,64.456,0,2.3,3.1
39.773,60.787,0,2.1,5.0
72.5,-38.41,,,
57.955,139.81,1.0,1.9,5.0
28.864,4.403,2.0,5.0,5.0
0.682,-69.231,2.5,0.6,0
-21.591,119.024,2.6,3.4,3.3
-40.682,-69.369,0,3.7,5.0
-22.955,148.974,2.9,1.2,3.9
-1.136,-77.856,2.8,1.0,1.0
43.409,133.75,2.8,1.8,1.7
-72.5,85.105,0,0,0
29.773,115.733,4.4,1.5,5.0
23.864,52.066,1.6,3.5,0.8
-17.955,-46.49,3.2,1.2,5.0
-23.864,22.314,0,3.3,2.4
-42.955,-69.088,0,2.4,5.0
-74.773,103.846,0,0,0
38.864,34.369,2.5,1.7,5.0
18.864,8.868,2.6,3.4,1.6
-79.318,45.306,0,0,0
60.227,148.934,1.0,2.3,5.0
-82.5,-34.615,0,0,0
51.136,-126.506,1.0,1.2,5.0
9.318,99.08,3.3,0,3.7
77.955,-65.06,,,
47.045,7.652,2.9,1.6,2.4
22.5,-11.05,1.0,5.0,5.0
20.227,2.419,1.6,4.2,5.0
27.045,89.873,5.0,0.9,3.6
31.591,120.355,3.9,1.6,5.0
47.045,117.449,1.6,1.6,2.6
30.227,103.27,3.9,1.5,2.8
-80.227,100.0,0,0,0
-41.591,173.929,1.0,1.2,2.9
21.136,92.432,3.9,0.2,3.3
62.955,-139.114,0,1.4,3.9
18.864,-102.344,2.6,1.2,3.4
60.682,46.392,2.0,2.3,4.2
16.136,-10.394,2.3,4.9,5.0
32.045,70.714,3.6,2.3,3.1
64.318,-109.884,0,1.8,5.0
-22.955,21.915,0,3.8,3.1
47.5,-117.537,2.0,1.6,5.0
1.591,22.472,2.3,0.8,4.1
45.227,82.755,2.3,2.3,5.0
-74.773,-76.154,0,0,0
-12.045,-40.825,2.6,1.2,3.8
32.045,47.679,3.6,2.2,5.0
53.409,108.457,0,0,0
54.773,-58.952,1.0,1.1,5.0
-68.864,114.545,0,0,0
-0.227,101.463,3.6,1.9,4.4
-23.409,147.857,2.9,1.5,5.0
28.864,5.957,2.0,5.0,5.0
32.045,45.0,1.6,1.9,5.0
49.318,72.766,0,2.2,4.3
10.682,-70.615,2.0,1.7,2.2
25.682,20.895,0,4.0,5.0
39.318,127.231,2.8,0.9,5.0
31.136,10.869,1.0,1.7,5.0
32.045,84.643,0,1.0,5.0
68.409,110.959,0,2.1,5.0
-6.136,-46.768,2.6,1.4,3.5
69.773,153.723,0,3.8,3.6
-15.227,-42.588,2.9,1.4,4.2
-20.227,144.677,3.3,2.2,5.0
45.682,62.383,2.0,2.3,3.4
-77.045,-82.921,0,0,0
47.955,7.797,3.6,2.0,3.2
-12.955,49.599,1.6,1.3,5.0
31.591,38.876,2.6,2.8,4.9
53.409,73.446,0,0.8,5.0
17.5,79.181,4.0,1.4,5.0
40.227,87.921,2.5,1.3,5.0
38.864,66.408,3.2,2.8,4.7
5.682,-1.141,3.0,1.1,2.2
72.955,121.288,0,0,0
-15.227,-60.471,2.8,0.7,1.5
44.318,130.563,3.5,2.3,2.6
6.136,100.608,3.7,1.0,2.3
-84.318,-161.772,0,0,0
56.136,-89.593,0,1.7,4.3
31.591,14.379,0,1.8,5.0
-73.409,51.542,0,0,0
1.136,-57.881,1.6,1.1,0
21.136,6.324,2.6,5.0,2.9
32.955,82.162,0,1.2,5.0
-84.773,-75.0,0,0,0
43.409,-1.25,2.3,1.4,4.9
4.318,35.727,3.5,1.0,3.0
34.318,-0.824,2.6,3.1,1.8
-17.045,126.332,2.6,2.9,5.0
45.682,123.466,3.3,1.5,5.0
61.591,89.284,2.0,1.9,2.3
12.5,99.174,2.9,1.0,2.4
-68.864,134.685,0,0,0
67.5,-104.211,0,1.3,1.1
-5.682,-54.068,1.6,1.4,0
19.318,79.065,3.5,1.3,5.0
-21.136,45.243,2.3,1.5,5.0
48.409,137.647,2.8,2.3,3.7
-21.136,122.108,2.6,3.9,5.0
53.864,91.538,2.0,2.6,2.8
-20.227,-67.258,2.8,5.0,5.0
16.591,103.737,4.1,1.1,3.4
63.864,-102.636,0,2.6,1.2
49.318,10.097,3.2,2.5,5.0
22.955,116.471,3.8,0.7,5.0
44.773,-79.609,1.0,1.4,4.3
40.682,66.977,2.9,2.7,2.1
52.5,-118.137,1.6,2.3,0.5
53.409,-110.74,1.0,1.6,5.0
-7.5,25.388,0,0.9,5.0
31.591,96.391,3.2,1.3,3.3
18.409,-77.689,3.5,0,
-68.864,42.797,0,0,0
-31.136,-53.284,3.3,1.1,5.0
20.227,50.323,1.6,3.0,2.2
-7.5,-74.79,2.8,1.3,2.7
-67.045,114.757,0,0,0
-32.5,119.731,1.6,0.8,4.2
-75.682,-88.163,0,0,0
-75.227,-98.02,0,0,0
67.955,-50.738,,,
