lat,lon,HFO_s,DRO_s,ECO_S_s
-6.591,-73.096,2.6,0.9,0.4
47.5,120.896,3.1,1.7,5.0
2.5,17.932,2.0,1.0,2.4
51.591,-3.286,3.3,0.8,3.3
-12.955,-64.502,3.0,0.8,5.0
-21.136,27.243,2.5,2.6,3.3
62.045,5.806,1.6,1.7,3.1
22.045,112.898,4.2,0.2,5.0
61.136,-44.648,,,
48.864,-74.483,1.0,1.2,5.0
61.591,137.984,2.5,3.1,3.9
-24.773,-64.5,2.8,1.0,5.0
53.409,132.812,1.0,1.9,5.0
41.136,63.618,1.0,2.0,5.0
45.227,58.283,0,2.6,5.0
45.227,-121.395,3.3,1.7,2.6
50.227,108.425,2.8,1.8,2.4
-17.5,126.737,2.6,2.9,5.0
-14.318,49.389,2.3,0.8,3.7
5.682,5.247,2.3,2.5,2.2
60.682,113.196,2.3,3.4,5.0
-83.864,167.294,0,0,0
20.682,-97.52,3.3,1.7,3.4
57.5,133.521,1.6,2.9,5.0
-13.864,-54.234,0,0.7,2.6
-21.136,-43.297,4.2,1.1,5.0
-14.773,125.554,1.0,1.4,1.7
38.409,101.286,2.8,2.0,5.0
21.136,30.649,2.6,5.0,2.9
29.773,114.165,4.3,1.5,5.0
-72.955,5.408,0,0,0
-41.136,-67.236,0,2.5,0.8
-22.5,146.603,3.4,1.9,5.0
-29.318,130.058,0,2.7,0.8
66.591,-119.429,0,2.3,5.0
-32.045,-60.536,3.1,1.1,3.9
36.136,68.237,4.1,2.7,4.1
40.227,-6.535,2.9,1.9,5.0
-72.955,3.863,0,0,0
-12.045,20.412,2.5,1.2,1.9
-76.136,77.684,0,0,0
-21.136,141.081,3.1,3.6,5.0
13.864,-7.481,2.5,3.7,5.0
29.318,5.723,2.0,5.0,5.0
37.955,90.863,0,1.9,5.0
60.682,-71.443,0,1.9,5.0
-19.773,-47.47,3.3,0.9,4.9
15.682,-12.723,2.8,5.0,2.5
14.773,78.149,3.9,1.9,5.0
64.318,105.698,1.0,2.1,5.0
58.864,-121.171,1.0,2.1,1.7
34.773,131.963,3.1,0.7,5.0
54.773,44.803,2.6,2.0,3.9
-76.591,21.522,0,0,0
-20.227,-44.032,3.5,1.2,5.0
56.136,69.231,1.6,1.7,2.7
-19.773,-68.193,2.8,5.0,5.0
35.682,54.783,1.6,2.5,5.0
40.227,80.198,2.3,1.6,5.0
-22.045,23.265,1.0,5.0,0.3
69.318,137.571,1.0,2.5,2.8
74.318,99.252,0,2.7,1.9
32.045,69.643,3.6,3.0,5.0
-32.045,25.714,2.6,1.8,3.8
8.864,-11.48,2.3,0.9,2.7
-6.136,-60.0,0,0.7,1.3
47.5,65.149,0,4.0,5.0
72.5,77.573,0,0,0
-14.773,126.962,0,1.8,1.8
42.5,61.846,1.0,1.9,5.0
-20.227,120.484,2.8,3.1,5.0
-33.409,20.121,3.0,1.9,2.6
57.955,129.549,1.0,1.9,5.0
-71.136,98.438,0,0,0
8.864,-61.531,2.5,1.2,1.1
-72.955,39.399,0,0,0
64.318,82.674,0,1.7,2.4
0.227,-64.691,1.0,1.0,1.0
47.955,-56.61,1.0,0.9,5.0
21.136,109.946,3.7,0,5.0
62.5,-127.869,0,2.0,2.5
-5.227,-46.025,2.5,1.3,3.2
76.136,-121.263,0,1.5,5.0
66.136,17.383,0,2.3,3.3
-74.773,74.423,0,0,0
-71.136,99.844,0,0,0
-44.318,170.493,1.0,0.8,1.4
28.864,66.043,2.5,2.4,4.9
-26.591,22.595,1.6,2.6,5.0
28.409,33.009,1.6,5.0,5.0
45.682,67.581,1.0,5.0,4.8
-3.864,138.636,1.0,1.1,1.9
-9.773,-56.164,1.0,0.6,4.8
21.591,-0.488,2.0,5.0,5.0
49.318,15.667,3.6,2.2,5.0
53.864,26.154,2.6,1.9,3.2
-2.045,30.643,3.6,1.8,3.0
20.227,-14.516,1.6,4.5,5.0
2.5,20.656,1.6,0.9,3.1
41.136,-0.905,3.3,1.8,3.1
52.045,22.869,3.1,2.1,2.3
70.682,94.809,0,2.2,3.6
35.682,-79.938,3.5,1.2,5.0
30.682,-82.874,3.6,1.3,4.0
-7.045,-52.834,1.6,0.7,1.2
42.045,-90.764,3.7,1.8,4.6
17.5,22.589,1.0,3.2,5.0
50.227,-75.118,1.6,1.2,5.0
59.773,124.06,1.6,2.7,2.8
27.045,-7.383,1.6,4.2,5.0
-13.864,49.558,2.0,1.1,5.0
-21.136,16.541,2.6,3.5,5.0
-7.5,-47.344,2.3,1.3,2.4
46.136,11.782,2.8,1.2,3.3
50.682,79.801,1.6,2.2,4.1
-27.045,126.535,0,2.3,0.5
66.136,-146.355,2.3,1.5,1.6
43.864,-83.706,0,0,0
75.227,-108.713,0,2.7,5.0
62.045,-94.839,0,2.4,5.0
47.045,116.784,1.0,1.8,4.5
-88.864,157.5,0,0,0
51.136,60.723,0,2.2,5.0
-27.045,23.168,1.6,2.6,5.0
47.5,133.657,3.1,2.9,2.5
-22.5,138.254,2.5,2.8,3.8
-29.773,-68.186,1.0,2.1,1.9
74.773,-91.731,0,1.3,5.0
54.318,104.579,2.0,2.3,2.9
5.227,-56.506,1.6,1.4,5.0
34.318,-98.107,3.3,1.9,5.0
57.5,81.127,2.0,2.5,2.7
34.318,7.969,2.9,2.0,5.0
-1.136,-77.402,2.5,0.5,1.9
51.591,-92.373,2.3,2.1,3.0
33.864,45.068,2.6,1.9,5.0
21.136,104.108,3.8,0.9,3.7
60.682,117.835,2.0,3.4,3.7
63.864,-128.424,0,1.9,5.0
57.5,71.831,1.6,1.8,3.8
-72.5,18.828,0,0,0
8.409,0.688,3.7,1.3,1.6
39.318,-118.436,2.3,1.7,2.7
40.682,39.468,2.6,1.6,2.2
16.136,-11.811,2.5,3.3,5.0
58.864,118.537,2.6,2.6,2.4
42.955,-80.861,3.0,1.1,4.4
-12.955,135.757,1.6,1.7,3.0
61.591,141.804,1.0,2.0,5.0
68.409,124.521,1.0,3.1,5.0
0.227,36.999,3.4,2.1,2.5
31.136,9.278,1.0,3.3,5.0
2.5,-72.863,2.8,1.4,0.9
25.227,7.521,1.0,5.0,0.2
34.318,95.359,2.0,1.3,5.0
23.864,10.909,0,5.0,0.1
42.045,73.039,2.6,2.1,5.0
28.864,-99.712,3.9,1.5,5.0
-12.5,-47.148,2.6,1.2,4.3
-21.591,-53.659,1.0,1.2,5.0
-12.5,19.277,2.6,1.2,4.2
19.773,52.771,0,4.5,0
-76.136,68.211,0,0,0
64.318,81.628,0,1.7,2.4
5.682,-70.951,2.8,0.9,4.6
-29.773,25.341,2.0,2.5,5.0
-17.5,19.736,2.9,1.9,2.1
-20.227,22.742,2.8,3.2,2.2
25.227,106.797,4.3,1.5,5.0
31.591,0.0,2.8,2.2,5.0
-13.864,28.987,2.5,1.8,1.7
-31.136,151.37,3.8,1.1,4.3
31.136,78.203,4.1,1.5,3.0
5.682,28.061,2.6,1.4,3.5
-67.955,45.906,0,0,0
29.318,1.561,2.0,3.4,5.0
40.682,107.641,3.1,1.8,5.0
-19.318,121.842,1.6,3.0,4.6
24.318,9.212,1.0,3.8,0.6
56.136,86.335,2.3,2.1,3.3
21.591,25.366,0,5.0,5.0
-79.318,-18.367,0,0,0
14.318,31.131,3.2,2.6,3.6
-3.409,-79.091,3.3,2.4,5.0
-32.5,145.022,2.5,1.4,3.0
-82.5,107.308,0,0,0
-33.409,149.003,3.1,1.3,4.5
42.045,-73.65,3.4,1.4,2.3
39.318,69.772,3.2,2.8,4.7
-73.864,162.0,0,0,0
-81.591,99.31,0,0,0
50.227,60.236,0,3.5,5.0
53.409,-90.951,1.0,1.5,5.0
-69.773,112.993,0,0,0
42.5,127.077,3.3,2.7,5.0
17.045,37.045,3.1,3.2,4.9
48.864,14.483,3.3,2.5,3.3
-45.227,168.408,1.6,0.8,1.8
-27.955,26.961,1.6,2.1,5.0
50.227,-72.283,1.0,1.5,5.0
54.773,51.878,1.6,1.7,3.9
65.682,-89.725,0,1.3,5.0
-16.591,-39.789,2.9,1.3,3.9
41.591,-71.939,3.1,0.9,5.0
38.409,59.614,0,1.8,4.4
-32.5,20.179,2.8,2.4,1.8
32.955,73.514,4.1,2.3,3.3
-51.591,-71.197,0,3.1,2.5
50.682,-119.165,2.3,2.8,2.1
65.227,-134.458,1.6,1.8,3.7
-24.318,23.154,0,3.6,5.0
23.864,84.298,4.1,1.2,2.9
-7.045,-38.653,2.9,1.8,5.0
35.682,10.621,1.6,2.8,5.0
33.864,102.428,2.6,1.6,2.4
81.136,-59.016,,,
-14.318,-46.58,2.6,1.2,4.3
1.136,42.446,3.7,2.4,1.9
-35.682,143.106,2.0,0.9,3.8
66.591,-70.286,0,0,0
40.227,119.406,2.3,1.9,5.0
13.409,101.658,3.3,1.0,2.2
-30.682,-69.15,1.6,2.8,1.3
44.773,119.254,3.2,1.9,5.0
72.5,97.155,0,2.3,5.0
53.409,106.934,2.6,1.9,0.7
-22.955,43.584,1.0,0.9,5.0
43.864,111.399,0,1.4,5.0
38.409,-97.235,3.9,1.3,5.0
-26.591,125.67,0,1.7,1.1
22.955,93.817,3.3,0.8,4.9
52.045,-8.852,2.0,0.9,5.0
15.682,20.733,1.6,4.0,0.6
7.955,5.496,2.8,1.2,2.8
27.045,15.021,0,5.0,5.0
21.136,13.135,1.6,3.0,0
22.5,48.868,1.0,2.4,5.0
57.045,-120.0,0,2.9,5.0
54.318,156.674,1.0,1.3,1.9
66.591,-62.286,0,1.8,5.0
26.136,-5.562,1.6,5.0,5.0
47.5,61.791,1.6,2.5,5.0
37.045,41.801,2.5,2.5,5.0
0.227,-66.507,1.0,0.7,0.1
-31.591,137.396,2.0,2.9,5.0
37.045,95.261,1.0,1.8,5.0
-24.318,122.241,1.0,2.5,5.0
67.045,171.845,0,2.7,5.0
48.409,59.772,0,4.0,5.0
67.045,-120.583,0,2.3,5.0
17.955,-90.834,2.9,1.0,1.0
27.5,52.67,3.0,1.5,5.0
-19.773,129.88,0,3.9,5.0
56.591,102.563,2.0,3.2,1.1
42.045,0.917,3.3,1.8,3.1
-1.591,-70.593,1.6,0.5,1.6
43.864,143.497,2.0,1.3,5.0
50.682,53.32,2.3,2.6,5.0
-28.864,31.338,3.3,0.6,4.2
-72.5,6.778,0,0,0
32.045,23.036,0,1.4,5.0
-30.227,22.336,1.6,2.3,5.0
45.227,68.587,1.0,5.0,4.8
5.227,18.684,2.5,1.1,2.2
-82.045,58.909,0,0,0
33.864,66.373,3.7,2.6,5.0
-67.955,105.101,0,0,0
57.955,41.473,1.0,2.4,4.5
45.682,-90.325,2.5,2.2,3.7
-27.955,25.421,2.3,2.7,5.0
-25.682,136.699,2.0,2.5,2.1
-30.227,139.007,1.6,3.1,5.0
80.227,-30.667,,,
-78.409,157.358,0,0,0
1.591,14.754,1.0,1.0,1.9
28.864,-101.784,3.3,1.6,2.2
37.5,-78.124,3.9,1.2,3.9
-5.682,-70.038,2.0,0.6,1.4
36.136,-118.783,2.9,1.8,1.4
65.227,-135.542,1.6,1.8,3.7
31.591,90.0,0,1.0,5.0
33.409,52.205,2.6,2.8,5.0
26.136,-0.506,1.6,5.0,5.0
24.318,-0.249,2.0,5.0,1.3
28.864,80.547,4.3,1.3,2.6
-19.773,123.614,2.3,4.1,5.0
26.591,61.185,3.3,2.8,2.6
34.318,0.824,2.6,3.1,1.8
21.591,77.073,4.0,1.9,4.2
-17.045,-68.865,3.3,2.4,1.1
-10.227,29.731,1.6,1.2,2.2
-15.227,48.235,2.8,0.9,5.0
7.5,46.429,2.6,1.9,5.0
-4.773,26.169,1.0,1.1,2.2
43.864,-91.888,3.5,2.0,4.6
-87.5,-97.714,0,0,0
-4.318,-73.957,2.8,0.5,1.1
22.045,106.531,4.4,1.4,5.0
47.5,28.881,3.8,1.7,3.6
38.409,45.723,3.1,2.9,5.0
3.409,15.0,1.0,1.0,1.9
-32.5,152.018,3.0,0.2,2.3
-85.227,-103.636,0,0,0
10.682,24.923,2.5,2.3,2.9
22.045,10.041,1.0,4.1,2.0
37.5,-5.437,2.8,1.9,5.0
61.136,113.264,2.3,3.4,5.0
13.864,32.727,3.2,2.6,2.6
35.227,67.778,4.0,1.7,5.0
61.591,169.496,0,4.0,5.0
-1.136,-59.243,1.0,1.1,0.7
-37.955,-66.134,1.0,2.2,3.3
-13.864,129.974,2.3,0.5,5.0
67.045,69.32,0,1.8,5.0
-8.864,-72.551,2.8,0.8,1.0
38.864,106.602,3.1,1.8,5.0
65.227,27.108,0,3.6,2.8
-14.773,16.193,2.3,2.5,3.3
55.227,43.805,2.5,2.1,3.5
30.227,50.715,3.6,3.2,5.0
6.136,37.643,3.2,1.2,4.3
42.955,45.542,3.4,2.0,1.3
1.591,110.542,0,0,0
23.864,103.14,3.8,1.1,5.0
16.591,36.474,3.2,3.4,5.0
21.591,49.756,1.6,4.6,0
-80.682,-53.438,0,0,0
67.5,106.579,0,2.0,0.8
31.591,10.651,1.0,2.1,3.9
67.955,122.013,1.0,1.6,0.3
8.409,34.166,3.1,1.0,2.2
62.5,95.41,1.6,1.7,5.0
52.5,79.379,0,1.5,4.8
17.955,21.695,1.6,3.4,5.0
54.318,-104.579,1.6,3.0,5.0
-79.318,138.367,0,0,0
34.773,117.607,3.8,2.4,5.0
70.682,147.023,0,4.1,2.0
47.045,88.17,2.0,2.2,5.0
-17.5,-50.172,2.0,0.8,5.0
-75.227,-16.04,0,0,0
-79.773,85.532,0,0,0
-79.318,116.327,0,0,0
35.682,6.149,3.0,1.8,4.7
-79.318,148.163,0,0,0
-7.045,16.696,2.3,1.4,5.0
46.591,57.138,1.0,2.1,5.0
51.591,-115.01,2.0,2.4,2.0
-87.045,-48.293,0,0,0
-19.318,-43.979,3.4,1.4,5.0
-3.409,-50.0,1.6,1.3,5.0
68.864,-138.462,0,1.3,0.8
17.5,-12.127,2.0,3.4,5.0
49.318,81.818,1.6,2.2,4.1
53.409,84.863,2.5,2.2,1.9
-13.864,-39.74,2.5,1.1,5.0
-0.227,-59.697,1.0,1.1,0.7
64.773,-90.533,0,1.7,5.0
45.682,24.043,3.7,2.5,4.4
43.864,55.385,1.0,1.6,5.0
25.682,77.287,3.7,2.0,4.8
32.045,88.393,0,1.3,5.0
51.591,-84.341,1.6,1.5,5.0
42.045,-78.54,3.5,1.2,5.0
41.136,-91.357,3.8,1.7,5.0
33.409,66.888,3.7,2.6,5.0
39.773,92.066,1.6,1.3,5.0
49.318,-72.07,1.0,1.5,5.0
59.773,123.158,1.6,2.7,2.8
28.864,73.295,4.1,3.0,3.3
26.136,2.528,2.3,5.0,5.0
-20.227,-55.645,1.6,1.0,5.0
51.591,54.402,2.0,2.4,5.0
52.045,73.77,0,1.6,5.0
64.318,58.605,0,1.5,1.6
49.773,-87.188,0,1.4,5.0
-84.773,-65.0,0,0,0
-3.409,36.364,2.6,1.7,4.2
-9.318,-44.368,3.1,1.4,3.9
69.773,-143.212,0,1.2,0
12.045,34.794,3.3,1.8,1.9
35.682,74.907,2.3,1.5,2.4
-76.136,117.474,0,0,0
17.955,79.868,4.0,1.2,4.0
2.955,22.273,1.6,0.9,3.1
55.227,-92.389,0,1.4,5.0
65.227,145.301,0,2.1,0.1
26.591,62.708,3.3,2.6,4.4
-4.318,-64.855,0,0.7,5.0
16.136,-6.142,2.3,3.9,5.0
43.864,10.699,2.8,1.6,4.4
-33.864,-64.188,3.1,1.4,5.0
-16.591,-53.053,1.6,0.9,4.7
71.136,-115.313,0,2.3,5.0
19.773,28.675,2.3,5.0,5.0
2.045,-77.856,2.8,0,4.3
-30.227,21.81,1.6,2.3,5.0
-1.136,-69.231,1.6,0.6,1.1
35.682,-120.745,2.6,1.2,3.1
59.318,73.333,1.6,2.6,2.0
55.682,55.973,1.6,2.3,4.1
-26.591,151.058,3.6,1.1,5.0
5.682,24.867,0,1.0,1.8
6.591,45.228,3.4,2.7,5.0
33.409,78.852,2.8,1.5,1.0
66.136,114.953,1.0,2.6,4.2
-3.409,121.818,1.0,1.0,5.0
27.955,75.749,3.3,3.2,5.0
29.318,3.121,2.3,5.0,5.0
47.955,-3.729,1.0,0,5.0
62.5,125.902,2.8,2.1,3.3
32.045,-101.25,2.9,2.3,5.0
65.227,121.446,1.6,3.0,2.1
55.682,75.302,2.0,1.7,4.0
25.682,93.399,4.6,1.2,4.1
31.591,11.183,1.0,1.7,5.0
-22.5,121.555,2.6,3.9,5.0
53.864,48.462,2.0,1.8,3.6
6.136,101.977,3.9,1.3,2.0
62.955,-111.191,0,1.8,5.0
23.409,106.813,4.4,1.4,5.0
11.136,6.941,3.3,1.4,2.6
-26.136,121.854,0,2.0,5.0
1.136,-73.77,2.8,0.9,1.8
-22.045,-41.388,3.6,0.1,4.0
69.773,-40.73,,,
-1.136,-48.802,1.6,1.2,1.0
-18.864,-40.985,3.2,1.2,5.0
53.409,125.201,1.6,1.7,4.9
27.955,11.555,0,5.0,5.0
-3.409,-42.273,2.8,1.6,4.1
67.045,-140.388,0,1.3,1.2
59.318,50.222,2.0,1.9,5.0
35.227,66.667,3.7,2.7,5.0
54.773,55.022,1.6,2.3,4.1
47.5,16.119,3.0,2.0,4.1
32.5,57.309,2.5,2.8,2.5
46.136,131.564,2.9,2.8,5.0
62.955,118.172,1.6,3.2,3.3
69.773,145.839,0,4.1,2.0
-14.318,39.09,2.8,1.2,5.0
31.136,-82.445,3.6,1.3,4.0
-17.955,-50.305,2.0,0.8,5.0
63.864,163.496,0,2.9,2.4
-19.773,-54.217,1.0,1.2,5.0
74.773,-32.885,,,
-31.136,137.054,1.6,3.4,5.0
52.955,-85.105,2.0,1.3,5.0
15.227,45.412,2.8,1.6,5.0
74.773,-48.462,,,
52.045,125.41,2.0,1.8,5.0
50.227,-102.047,2.5,1.8,4.6
-16.591,-57.316,2.3,1.2,5.0
17.955,-9.775,2.5,3.1,5.0
35.227,-120.0,2.6,1.2,3.1
23.864,19.835,1.0,5.0,5.0
-17.045,-69.815,2.6,3.1,0.3
-81.591,-15.517,0,0,0
32.045,109.286,4.0,2.4,5.0
50.682,103.419,2.8,1.5,2.6
-2.5,14.754,1.6,0.9,2.1
-10.682,-52.154,2.3,0.7,3.4
14.773,78.618,3.9,1.9,5.0
47.955,9.831,3.6,2.0,3.5
26.591,87.08,4.6,1.1,1.6
48.409,52.941,2.3,3.9,5.0
50.227,23.386,3.5,2.2,2.1
-9.318,27.356,1.6,1.5,1.4
51.591,72.657,0,1.7,5.0
-68.864,104.476,0,0,0
37.955,-88.562,4.1,1.1,5.0
-72.955,108.927,0,0,0
57.5,59.155,1.6,2.6,3.4
46.591,133.761,3.5,2.1,2.3
-3.409,-40.0,2.5,1.0,5.0
-12.955,-67.762,2.9,0.9,1.3
52.045,70.082,0,1.5,5.0
46.591,18.165,2.5,1.9,3.7
28.864,62.935,1.0,2.4,5.0
1.591,114.628,2.6,1.0,1.5
-19.773,-53.253,1.0,1.1,5.0
27.5,84.886,4.7,1.2,1.4
50.227,28.346,2.6,1.8,3.8
-21.136,-46.216,3.8,1.0,5.0
35.682,43.043,3.2,3.0,5.0
-82.5,121.154,0,0,0
18.864,6.471,2.5,5.0,2.7
63.409,47.155,1.0,1.7,3.7
40.682,-99.867,2.0,1.6,5.0
37.045,9.953,3.5,1.9,5.0
-67.5,104.211,0,0,0
-12.045,-62.629,3.0,0.8,1.5
55.227,129.823,1.6,1.5,5.0
-22.5,21.855,0,3.8,3.1
54.773,85.677,2.5,2.2,2.1
7.045,46.887,2.6,1.9,5.0
63.409,-41.07,,,
-5.227,104.354,2.8,0.8,0.9
10.682,13.385,3.0,3.2,3.2
-7.045,36.366,3.1,1.4,0.9
-2.955,22.273,1.0,0.7,4.6
27.955,95.264,4.4,1.5,3.9
-16.591,-67.737,3.3,1.5,5.0
52.5,16.025,1.6,2.4,1.8
27.5,29.659,2.3,4.0,5.0
21.136,19.946,1.6,5.0,5.0
27.045,17.567,0,4.0,5.0
44.318,96.972,1.0,3.3,0
-15.682,-65.969,3.4,1.1,0.3
-6.591,20.558,0,1.0,5.0
-24.318,32.116,3.5,1.5,2.1
44.318,-92.535,3.5,2.0,4.6
-22.045,43.837,1.0,0.3,5.0
-0.227,30.189,3.7,1.5,2.4
-3.409,-74.091,2.5,0.5,1.7
32.5,80.448,2.9,1.3,2.9
-25.227,31.588,3.5,1.5,2.1
-30.682,-60.704,3.3,1.1,3.6
58.864,63.22,2.3,2.5,3.4
46.136,-60.873,1.0,0.5,2.1
-11.136,18.509,1.6,1.2,1.9
34.318,54.137,1.0,2.2,5.0
70.682,-75.573,0,3.0,5.0
58.864,-77.268,0,2.6,5.0
-10.227,-48.63,2.6,1.0,5.0
53.409,-99.323,2.3,2.3,1.6
46.136,-67.418,2.6,1.5,4.5
-2.045,-55.158,1.6,1.1,0.9
39.318,100.261,2.8,2.0,5.0
12.955,77.542,4.1,1.1,2.6
38.409,-102.444,0,2.3,5.0
51.136,36.867,2.9,1.7,4.7
-32.045,28.929,2.9,1.0,5.0
57.045,75.833,1.6,1.8,3.8
72.5,-124.268,0,2.2,0.6
48.864,-71.034,1.0,1.5,5.0
37.5,95.866,2.3,1.7,5.0
13.864,45.351,3.3,2.3,5.0
-9.773,32.225,2.6,1.3,2.4
-19.318,25.714,1.6,3.2,0.6
-23.409,-65.275,2.3,2.5,4.7
51.591,-61.704,0,1.4,5.0
35.682,110.124,3.0,3.6,5.0
-69.318,51.429,0,0,0
7.5,-7.09,1.6,1.0,2.0
42.045,58.981,0,2.6,5.0
42.045,82.207,2.9,1.4,5.0
39.318,-1.173,3.0,2.8,5.0
45.682,46.137,3.0,1.3,2.5
21.136,18.0,1.0,4.9,5.0
42.5,-114.154,2.3,1.9,2.8
21.136,22.865,1.0,5.0,5.0
-9.773,-47.417,2.6,1.2,2.0
9.773,-74.118,3.4,1.4,4.2
23.409,20.769,1.0,5.0,5.0
48.409,107.59,2.0,1.4,1.9
-6.591,19.645,2.0,1.0,5.0
3.864,-76.818,3.1,1.0,4.8
-82.5,131.538,0,0,0
65.682,94.128,1.0,1.7,5.0
-38.864,177.087,2.3,0.8,1.4
10.227,77.209,4.1,1.1,2.6
44.318,99.507,0,2.2,0.6
-8.864,-35.357,3.0,1.6,5.0
37.955,23.003,2.6,0.8,3.1
10.682,-12.0,1.6,1.5,1.7
43.864,-122.727,3.5,1.0,4.5
67.955,-103.893,0,1.8,0
-24.773,47.0,1.6,0,3.6
71.591,-108.287,0,1.6,5.0
-74.318,84.112,0,0,0
4.773,-54.842,1.6,1.2,2.7
59.773,39.248,2.0,2.3,4.2
-67.955,66.443,0,0,0
21.591,-9.756,2.0,5.0,5.0
15.227,-3.529,2.6,4.0,0.7
-87.955,102.857,0,0,0
32.5,55.157,3.1,2.3,5.0
-75.682,53.265,0,0,0
30.227,34.423,2.6,3.6,5.0
28.409,72.722,4.1,3.0,3.3
43.409,-89.375,3.5,1.6,4.0
29.318,42.139,1.6,1.9,5.0
62.045,-149.032,3.0,2.2,3.9
18.864,12.224,2.0,5.0,5.0
-83.864,-31.765,0,0,0
54.318,93.693,2.0,1.7,2.9
-10.682,-64.154,3.2,0.9,1.8
-46.591,-68.367,0,3.1,5.0
32.5,42.78,1.6,2.0,5.0
-72.955,129.013,0,0,0
29.773,84.383,2.6,1.3,2.9
-30.682,123.519,0,1.7,5.0
21.136,39.405,2.9,2.9,5.0
47.955,115.593,1.0,1.8,4.5
9.318,32.874,2.9,1.6,5.0
-73.409,3.965,0,0,0
57.045,118.333,2.6,2.6,2.4
-79.773,95.745,0,0,0
-23.864,45.62,1.6,1.1,5.0
36.136,-87.894,3.9,1.0,4.1
50.227,133.228,2.9,1.5,2.9
41.136,45.528,3.8,2.3,4.8
-84.318,-88.861,0,0,0
21.591,22.439,1.0,5.0,5.0
-7.955,24.733,1.0,0.9,5.0
-17.5,12.127,0,2.9,1.0
24.318,94.855,3.2,0.7,2.6
-29.318,129.538,0,2.6,0.5
3.864,-72.273,2.6,0.8,5.0
-84.318,-47.848,0,0,0
59.773,146.617,1.0,2.1,0.7
-86.136,-125.66,0,0,0
55.682,50.336,1.6,1.7,3.9
-79.318,-99.184,0,0,0
38.864,81.553,2.9,1.4,5.0
35.227,93.333,2.0,1.1,5.0
68.409,22.192,1.0,2.6,1.6
-15.682,133.351,3.0,2.1,4.6
42.5,111.692,1.0,2.7,5.0
-72.5,145.356,0,0,0
20.227,74.516,4.0,1.9,4.2
-8.409,-61.223,0,0.7,0
-4.773,-42.099,2.8,1.6,4.1
27.955,103.481,4.2,1.1,4.1
-8.864,-49.133,2.9,1.0,3.0
-87.5,169.714,0,0,0
41.591,54.941,0,1.8,2.5
10.682,-11.538,1.6,1.5,1.7
56.136,103.439,2.0,3.4,5.0
29.773,15.414,0,2.2,5.0
52.955,75.314,0,1.3,4.3
-7.5,-40.025,3.1,1.3,5.0
-17.045,24.222,3.3,2.4,1.8
13.409,10.725,3.8,5.0,5.0
27.955,94.237,4.3,1.0,5.0
20.227,-6.29,1.6,5.0,5.0
12.045,31.082,3.2,2.6,3.6
24.318,39.585,2.0,4.7,5.0
11.591,21.081,2.8,2.0,4.3
65.682,-160.183,1.0,4.0,5.0
11.591,-84.556,4.0,1.1,1.0
55.682,134.094,1.0,1.9,5.0
56.136,13.032,0,0.6,5.0
58.864,43.024,2.0,2.2,4.7
0.682,14.754,1.0,1.1,0.5
-34.318,150.87,3.2,1.2,1.4
-6.591,21.472,0,1.0,5.0
43.864,109.51,0,1.5,5.0
-19.318,48.785,2.5,0.3,5.0
-19.773,133.253,0,3.9,5.0
65.682,-148.073,2.3,1.5,1.6
21.591,27.317,1.0,4.8,5.0
59.773,143.008,1.0,2.1,4.1
40.682,22.126,2.5,1.5,2.9
-76.136,47.368,0,0,0
31.136,45.331,1.6,1.9,5.0
23.409,45.0,2.0,2.4,4.7
42.955,-98.83,2.6,3.0,3.4
0.682,19.748,2.0,0.9,2.8
-26.136,125.899,0,1.7,1.1
32.045,79.821,2.9,1.3,2.9
27.955,22.34,0,5.0,5.0
-25.682,115.049,2.5,2.8,5.0
3.864,-73.182,2.8,1.6,3.2
-1.591,-46.532,2.6,1.0,1.6
-2.955,-42.727,2.5,0.1,5.0
13.864,45.818,2.5,1.4,5.0
45.682,33.791,1.0,0,3.5
44.773,-117.336,2.5,1.7,3.5
49.318,66.499,0,3.0,5.0
29.773,-111.03,1.6,1.9,5.0
11.136,40.72,3.6,1.6,1.7
-77.045,107.191,0,0,0
-15.227,124.941,0,1.3,0
-75.227,-130.099,0,0,0
34.318,41.496,2.3,1.9,5.0
-10.227,-61.076,0,0.7,1.1
52.5,92.795,2.5,1.7,2.7
32.045,104.464,4.0,1.4,5.0
-13.409,30.777,2.5,1.8,1.7
61.591,-115.066,0,0,0
66.591,161.714,0,5.0,5.0
9.773,48.798,0,1.3,5.0
54.318,90.583,2.3,2.2,2.8
55.682,109.128,2.6,1.9,0.7
-52.5,-73.416,0,0.8,2.4
30.682,58.065,2.6,2.3,3.1
31.591,49.527,3.9,2.6,5.0
-7.5,-49.632,2.9,1.0,3.0
49.773,89.297,2.3,2.0,1.6
35.227,50.0,3.1,3.0,3.5
42.955,71.566,2.0,2.4,4.7
-11.136,-57.841,0,0.7,3.5
17.045,-98.786,3.3,1.1,5.0
67.045,-101.942,0,1.4,0.2
7.955,16.031,3.6,1.6,4.6
48.409,97.343,1.6,1.8,1.8
42.5,-7.692,1.6,1.2,3.9
-28.409,-69.628,1.6,2.8,1.3
-76.591,-107.609,0,0,0
3.409,117.273,0,1.1,5.0
82.045,-72.0,0,3.5,0
-22.5,-61.146,3.0,0.7,2.7
25.227,72.702,3.0,3.8,5.0
65.682,178.899,0,4.4,5.0
-35.227,145.0,2.6,1.1,5.0
59.318,-156.0,1.0,2.3,1.9
23.409,26.703,1.0,4.8,5.0
